"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-19",,,,,,,"0.00",",,0,0800","0.0","P,,0,","9.0",",,0,",,,"-2",",,0",,,,,,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-20",,,,,,,"0.00",",,0,0800","0.0","P,,0,","8.0",",,0,",,,"-2",",,0",,,,,,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-21",,,,,,,"0.00",",,0,0800","0.0","P,,0,","7.0",",,0,",,,"6",",,0",,,,,,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-22",,,,,,,"0.00",",,0,0800","0.0","P,,0,","7.0",",,0,",,,"20",",,0",,,,,,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-23",,,,,,,"0.00",",,0,0800","0.0","P,,0,","7.0",",,0,",,,"33",",,0",,,,,,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-24",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","7.0",",,0,",,,"37",",,0","10",",,0","12",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-25",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","7.0",",,0,",,,"34",",,0","13",",,0","26",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-26",,,,,,,"0.08",",,0,0800","1.5",",,0,","9.0",",,0,",,,"29",",,0","14",",,0","17",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-27",,,,,,,"0.52",",,0,0800","4.0",",,0,","12.0",",,0,",,,"25",",,0","16",",,0","24",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-28",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","12.0",",,0,",,,"30",",,0","20",",,0","21",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-29",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","12.0",",,0,",,,"26",",,0","12",",,0","15",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-30",,,,,,,"0.10",",,0,0800","1.0",",,0,","12.0",",,0,",,,"25",",,0","3",",,0","3",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-01-31",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","12.0",",,0,",,,"15",",,0","-20",",,0","-20",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-01",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"5",",,0","-21",",,0","-17",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-02",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"10",",,0","-17",",,0","9",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"16",",,0","-10",",,0","-8",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"14",",,0","-8",",,0","-6",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-05",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"16",",,0","-6",",,0","14",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-06",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"22",",,0","-2",",,0","19",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-07",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"22",",,0","-5",",,0","-6",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-08",,,,,,,"0.11",",,0,0800","2.5",",,0,",,,,,"13",",,0","5",",I,0","1",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-09",,,,,,,"0.19",",,0,0800","3.0",",,0,","14.0",",,0,",,,"9",",,0","-2",",,0","-2",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"9",",,0","-22",",,0","-12",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-11",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"19",",,0","-11",",,0","-2",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-12",,,,,,,"0.41",",,0,0800","6.0",",,0,","18.0",",,0,",,,"27",",,0","-2",",,0","20",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-13",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"24",",,0","9",",,0","10",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"26",",,0","2",",,0","4",",I,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-15",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"40",",,0","6",",I,0","22",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-16",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"40",",,0","4",",,0","6",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"39",",,0","7",",,0","29",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-18",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"50",",,0","24",",,0","40",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-19",,,,,,,"0.02",",,0,0800","0.0","P,,0,","5.0",",,0,",,,"50",",,0","41",",,0","44",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-20",,,,,,,"0.96",",,0,0800","8.0",",,0,","11.0",",,0,",,,"49",",,0","33",",,0","33",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-21",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"35",",,0","23",",,0","25",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-22",,,,,,,"0.00","T,,0,0800","0.0","P,,0,",,,,,"37",",,0","19",",,0","19",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-23",,,,,,,"0.19",",,0,0800","3.0",",,0,","6.0",",,0,",,,"25",",,0","18",",,0","18",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-24",,,,,,,"0.14",",,0,0800","3.0",",,0,",,,,,"22",",,0","9",",,0","9",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-25",,,,,,,"0.06",",,0,0800","2.0",",,0,",,,,,"24",",,0","2",",,0","17",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-26",,,,,,,"0.42",",,0,0800","7.0",",,0,","15.0",",,0,",,,"27",",,0","1",",,0","2",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-27",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"18",",,0","-12",",,0","-11",",I,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-02-28",,,,,,,"0.14",",,0,0800","1.0",",,0,","15.0",",,0,",,,"25",",,0","-4",",I,0","18",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-01",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"29",",,0","15",",,0","20",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-02",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"32",",,0","15",",,0","20",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"38",",,0","14",",,0","17",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"46",",,0","17",",,0","38",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-05",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"49",",,0","23",",,0","28",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-06",,,,,,,"0.00","T,,0,0800","0.0","P,,0,",,,,,"49",",,0","24",",,0","40",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-07",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"49",",,0","29",",,0","31",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-08",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"43",",,0","23",",,0","23",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-09",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"32",",,0","19",",,0","19",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"35",",,0","19",",,0","25",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-11",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"37",",,0","17",",,0","22",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-12",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"40",",,0","21",",,0","33",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-13",,,,,,,"0.00","T,,0,0800","0.0","P,,0,",,,,,"51",",,0","24",",,0","27",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"39",",,0","25",",,0","33",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-15",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"51",",,0","33",",,0","37",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-16",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"43",",,0","21",",,0","33",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"36",",,0","19",",,0","24",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-18",,,,,,,"0.00","T,,0,0800","0.0","P,,0,",,,,,"37",",,0","24",",,0","33",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-19",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"40",",,0","21",",,0","23",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"51",",,0","24",",,0","36",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-21",,,,,,,"0.37",",,0,0800","0.0","P,,0,",,,,,"61",",,0","36",",,0","38",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"54",",,0","34",",,0","42",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-23",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"66",",,0","36",",,0","49",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-24",,,,,,,"0.04",",,0,0800","0.0","P,,0,",,,,,"65",",,0","32",",,0","32",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-25",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"44",",,0","25",",,0","30",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-26",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"45",",,0","30",",,0","36",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-27",,,,,,,"0.20",",,0,0800","0.0","P,,0,",,,,,"43",",,0","33",",,0","35",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-28",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"51",",,0","27",",,0","33",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-29",,,,,,,"0.00","T,,0,0800","0.0","P,,0,",,,,,"46",",,0","27",",,0","31",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-30",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"41",",,0","24",",,0","29",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-03-31",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"44",",,0","25",",,0","29",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-01",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"56",",,0","29",",,0","46",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-02",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0",",,0,",,,"65",",,0","33",",,0","48",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","20",",,0","34",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"63",",,0","33",",,0","36",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-05",,,,,,,"0.15",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"61",",,0","26",",,0","26",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-06",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"47",",,0","22",",,0","22",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-07",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"38",",,0","19",",,0","19",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-08",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"52",",,0","19",",,0","35",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-09",,,,,,,"0.06",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"52",",,0","36",",,0","43",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"61",",,0","38",",,0","38",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-11",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"54",",,0","34",",,0","39",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-12",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"57",",,0","37",",,0","39",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-13",,,,,,,"0.49",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"48",",,0","39",",,0","41",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"54",",,0","35",",,0","38",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-15",,,,,,,"0.33",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"73",",,0","38",",,0","57",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-16",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"59",",,0","39",",,0","40",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"61",",,0","36",",,0","39",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-18",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"67",",,0","39",",,0","47",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-19",,,,,,,"0.10",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"85",",,0","40",",,0","48",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"67",",,0","35",",,0","44",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-21",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"58",",,0","36",",,0","41",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"63",",,0","31",",,0","43",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-23",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"70",",,0","44",",,0","68",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-24",,,,,,,"0.32",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"78",",,0","60",",,0","60",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-25",,,,,,,"0.16",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"78",",,0","59",",,0","65",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-26",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"79",",,0","56",",,0","78",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-27",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"82",",,0","42",",,0","44",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-28",,,,,,,"0.00","T,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"54",",,0","32",",,0","32",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-29",,,,,,,"0.06",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"47",",,0","32",",,0","36",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-04-30",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"51",",,0","36",",,0","37",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-01",,,,,,,"0.72",",,0,0800",,,"2.0",",,0,",,,"45",",,0","31",",,0","33",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-02",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0",",,0,",,,"55",",,0","32",",,0","37",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"62",",,0","33",",,0","39",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"65",",,0","34",",,0","36",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-05",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"65",",,0","37",",,0","46",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-06",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"60",",,0","32",",,0","34",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-07",,,,,,,"0.15",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"60",",,0","34",",,0","42",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-08",,,,,,,"0.18",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"62",",,0","37",",,0","41",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-09",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"65",",,0","42",",,0","52",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"67",",,0","38",",,0","51",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-11",,,,,,,"0.06",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"70",",,0","51",",,0","56",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-12",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"75",",,0","41",",,0","45",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-13",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"72",",,0","42",",,0","47",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"75",",,0","42",",,0","49",",I,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-15",,,,,,,"0.17",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"69",",,0","53",",I,0","57",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-16",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"71",",,0","43",",,0","46",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"68",",,0","37",",,0","39",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-18",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"69",",,0","39",",,0","50",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-19",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"71",",,0","40",",,0","53",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"76",",,0","42",",,0","52",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-21",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"82",",,0","49",",,0","52",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"85",",,0","53",",,0","54",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-23",,,,,,,"0.38",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"87",",,0","52",",,0","62",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-24",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"86",",,0","57",",,0","61",",,0,0800",,,,
"USC00478229","STOUGHTON WWTP, WI US","42.9111","-89.21309","254.8","1994-05-25",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"82",",,0","55",",,0","60",",,0,0800",,,,
