"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-08-31",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"84",",,0","58",",,0","59",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-01",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"71",",,0","46",",,0","60",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-02",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"72",",,0","47",",,0","66",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"86",",,0","64",",,0","86",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-04",,,,,,,"0.13",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"86",",,0","50",",,0","50",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-05",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"77",",,0","48",",,0","50",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-06",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"78",",,0","50",",,0","56",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-07",,,,,,,"0.10",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"83",",,0","56",",,0","69",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-08",,,,,,,"1.69",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"82",",,0","63",",,0","70",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-09",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"75",",,0","56",",,0","59",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-10",,,,,,,"0.22",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"59",",,0","52",",,0","54",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-11",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"73",",,0","45",",,0","47",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-12",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"78",",,0","47",",,0","56",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-13",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"82",",,0","56",",,0","59",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"66",",,0","47",",,0","48",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-15",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","48",",,0","55",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-16",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"68",",,0","44",",,0","58",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-17",,,,,,,"0.23",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"71",",,0","55",",,0","56",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-18",,,,,,,"0.31",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"62",",,0","53",",,0","57",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-19",,,,,,,"0.60",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"68",",,0","57",",,0","58",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-20",,,,,,,"0.30",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"59",",,0","51",",,0","51",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-21",,,,,,,"0.31",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"75",",,0","51",",,0","58",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","48",",,0","60",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-23",,,,,,,"1.78",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"74",",,0","56",",,0","56",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-24",,,,,,,"0.12",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"60",",,0","40",",,0","41",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-25",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"56",",,0","38",",,0","39",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-26",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"59",",,0","39",",,0","46",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-27",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"68",",,0","38",",,0","38",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-28",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"67",",,0","38",",,0","42",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-29",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"53",",,0","42",",,0","51",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-09-30",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"66",",,0","38",",,0","55",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-01",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"72",",,0","48",",,0","56",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-02",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"77",",,0","44",",,0","44",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"81",",,0","44",",,0","59",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"74",",,0","49",",,0","49",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-05",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"57",",,0","40",",,0","44",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-06",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"51",",,0","32",",,0","38",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-07",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"48",",,0","23",",,0","28",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-08",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"53",",,0","28",",,0","40",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-09",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","40",",,0","55",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-10",,,,,,,"0.14",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"70",",,0","55",",,0","60",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-11",,,,,,,"0.38",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","41",",,0","41",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-12",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"66",",,0","41",",,0","51",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-13",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","43",",,0","57",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"59",",,0","42",",,0","44",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-15",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"62",",,0","39",",,0","39",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-16",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"52",",,0","39",",,0","40",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"49",",,0","28",",,0","28",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-18",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"54",",,0","28",",,0","43",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-19",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"60",",,0","33",",,0","35",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"63",",,0","35",",,0","49",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-21",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"66",",,0","42",",,0","48",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","33",",,0","34",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-23",,,,,,,"1.91",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"62",",,0","34",",,0","51",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-24",,,,,,,"0.03",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"57",",,0","48",",,0","56",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-25",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"57",",,0","35",",,0","35",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-26",,,,,,,"0.29",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"38",",,0","35",",,0","36",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-27",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"40",",,0","33",",,0","38",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-28",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"46",",,0","27",",,0","42",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-29",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"58",",,0","34",",,0","36",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-30",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"59",",,0","36",",,0","40",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-10-31",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"53",",,0","40",",,0","52",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-01",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"65",",,0","52",",,0","55",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-02",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"66",",,0","46",",,0","47",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","31",",,0","49",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"68",",,0","35",",,0","52",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-05",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"61",",,0","26",",,0","26",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-06",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"60",",,0","26",",,0","43",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-07",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"68",",,0","43",",,0","46",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-08",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"68",",,0","46",",,0","47",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-09",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"47",",,0","26",",,0","32",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"55",",,0","32",",,0","51",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-11",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"58",",,0","26",",,0","39",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-12",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"52",",,0","25",",,0","25",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-13",,,,,,,"0.05",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"57",",,0","25",",,0","44",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-14",,,,,,,"0.25",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"54",",,0","43",",,0","53",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-15",,,,,,,"0.36",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"63",",,0","53",",,0","58",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-16",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"69",",,0","40",",,0","40",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"62",",,0","33",",,0","53",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-18",,,,,,,"0.01",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"60",",,0","50",",,0","55",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-19",,,,,,,"0.25",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","39",",,0","39",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"45",",,0","23",",,0","24",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-21",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"43",",,0","24",",,0","34",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-23",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"59",",,0","31",",,0","43",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-24",,,,,,,"0.76",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"57",",,0","43",",,0","57",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-25",,,,,,,"0.17",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"62",",,0","40",",,0","41",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-26",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"41",",,0","33",",,0","35",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-27",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"47",",,0","35",",,0","46",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-28",,,,,,,"0.01",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"46",",,0","34",",,0","35",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-29",,,,,,,"0.04",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"37",",,0","32",",,0","33",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-11-30",,,,,,,"0.29",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"40",",,0","32",",,0","40",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-01",,,,,,,"0.03",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"42",",,0","33",",,0","38",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-02",,,,,,,"0.00","T,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"45",",,0","30",",,0","32",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"52",",,0","32",",,0","32",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"54",",,0","31",",,0","54",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-05",,,,,,,"0.09",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"61",",,0","54",",,0","56",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-06",,,,,,,"0.31",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"64",",,0","29",",,0","29",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-07",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"50",",,0","27",",,0","28",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-08",,,,,,,"0.06",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"43",",,0","27",",,0","37",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-09",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"43",",,0","18",",,0","26",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"39",",,0","26",",,0","30",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-11",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"50",",,0","19",",,0","20",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-12",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"47",",,0","20",",,0","38",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-13",,,,,,,"0.52",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"43",",,0","36",",,0","36",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"36",",,0","26",",,0","28",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-15",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"33",",,0","28",",,0","32",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-16",,,,,,,"0.90",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"40",",,0","33",",,0","40",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-17",,,,,,,"0.03",",,0,0800","0.0","P,,0,","0.0","P,,0,",,,"43",",,0","39",",,0","39",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-18",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"39",",,0","24",",,0","23",",I,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-19",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"50",",,0","28",",I,0","32",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"38",",,0","18",",,0","18",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-21",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,"40",",,0","18",",,0","19",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,,,,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-23",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,,,,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-24",,,,,,,,,"1.5",",,0,","1.0",",,0,",,,"44",",,0","16",",,0","16",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-25",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,,,,,,,,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-26",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","1.0",",,0,",,,"20",",,0","6",",,0","8",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-27",,,,,,,"0.01",",,0,0800","0.0","T,,0,","1.0",",,0,",,,"21",",,0","8",",,0","20",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-28",,,,,,,"0.03",",,0,0800","0.0","T,,0,",,,,,"24",",,0","16",",,0","16",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-29",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"22",",,0","7",",,0","12",",,0,0800",,,,
"USC00470273","UW ARBORETUM MADISON, WI US","43.04118","-89.42872","265.2","2001-12-30",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,,,"16",",,0","4",",,0","9",",,0,0800",,,,
